Period,Total Pendapatan,Total Beban Pokok Penjualan,Laba Kotor,Total Beban Usaha,Beban Penjualan,Beban Penyusutan,Beban Umum Dan Administrasi,Total Beban Usaha,Laba Usaha,Penghasilan/Beban Lain-Lain,Beban Keuangan,Pendapatan Keuangan,Laba (Rugi) Selisih Kurs,Laba (Rugi) Atas Penjualan Aset Tetap,Bagian Atas Hasil Bersih Entitas Asosiasi,Others,Total Penghasilan/Beban Lain-Lain,Laba Sebelum Pajak,Beban Pajak Penghasilan,Pajak Kini,Pajak Tangguhan,Total Beban Pajak Penghasilan,Laba Bersih Tahun Berjalan,Pendapatan Komprehensif Lain,Others,Total Pendapatan Komprehensif Lain,Jumlah Laba Komprehensif,Laba Bersih Yang Dapat Diatribusikan Kepada,Pemilik Entitas Induk,Kepentingan Non-Pegendali,Total Laba Bersih Yang Dapat Diatribusikan Kepada,Laba Komprehensif Yang Dapat Diatribusikan Kepada,Pemilik Entitas Induk,Kepentingan Non-Pegendali,Total Laba Komprehensif Yang Dapat Diatribusikan Kepada
12M 2016,138274461933.000000,-117785840513.000000,20488621420.000000,-26504717796.000000,-875000300.000000,,-25629717496.000000,-26504717796.000000,-6016096376.000000,-24648379328.000000,-15126552312.000000,1897754900.000000,4323271310.000000,7050045500.000000,-1047352153.000000,-21745546573.000000,-24648379328.000000,-30664475704.000000,-4272049520.000000,,,-4272049520.000000,-34936525224.000000,22416703.000000,22416703.000000,22416703.000000,-34914108521.000000,-34936525224.000000,-34936525224.000000,,-34936525224.000000,-34914108521.000000,-34914108521.000000,,-34914108521.000000
12M 2017,435867897835.000000,-289968118467.000000,145899779368.000000,-65100235184.000000,-28074102854.000000,,-37026132330.000000,-65100235184.000000,80799544184.000000,-14984875603.000000,-13021507268.000000,1809065770.000000,1393813606.000000,,-1835152200.000000,-3331095511.000000,-14984875603.000000,65814668581.000000,-20572869059.000000,,,-20572869059.000000,45241799522.000000,-596369792.000000,-596369792.000000,-596369792.000000,44645429730.000000,45241799522.000000,45241799522.000000,,45241799522.000000,44645429730.000000,44645429730.000000,,44645429730.000000
12M 2018,754552331141.000000,-482908390824.000000,271643940317.000000,-89851236976.000000,-49746517137.000000,,-40104719839.000000,-89851236976.000000,181792703341.000000,-38253026662.000000,-15512934759.000000,10833487257.000000,-21890268559.000000,,-3065871647.000000,-8617438954.000000,-38253026662.000000,143539676679.000000,-33387467343.000000,,,-33387467343.000000,110152209336.000000,-825193914.000000,-825193914.000000,-825193914.000000,109327015422.000000,110152209336.000000,110152209336.000000,,110152209336.000000,109327015422.000000,109327015422.000000,,109327015422.000000
12M 2019,885110668261.000000,-490236284043.000000,394874384218.000000,-115588858364.000000,-54147956048.000000,,-61440902316.000000,-115588858364.000000,279285525854.000000,-35172098483.000000,-59612916687.000000,21196541985.000000,7715585489.000000,527083333.000000,-1805267918.000000,-3193124685.000000,-35172098483.000000,244113427371.000000,-65281593579.000000,,,-65281593579.000000,178831833792.000000,298295354.000000,298295354.000000,298295354.000000,179130129146.000000,178831833792.000000,178831833792.000000,,178831833792.000000,179130129146.000000,179130129146.000000,,179130129146.000000
12M 2020,608099038727.000000,-446344361408.000000,161754677319.000000,-82377943986.000000,-23155970197.000000,,-59221973789.000000,-82377943986.000000,79376733333.000000,-23956710428.000000,-46965789510.000000,22170282795.000000,1896087630.000000,145454546.000000,,-1202745889.000000,-23956710428.000000,55420022905.000000,-26297731593.000000,-25216783680.000000,-1080947913.000000,-26297731593.000000,29122291312.000000,-317877940.000000,,-317877940.000000,28804413372.000000,29122291312.000000,30951225213.000000,-1828933901.000000,29122291312.000000,28804413372.000000,30739058701.000000,-1934645329.000000,28804413372.000000
12M 2021,838765098953.000000,-558909828265.000000,279855270688.000000,-135420975580.000000,-57211596611.000000,,-78209378969.000000,-135420975580.000000,144434295108.000000,-31315690123.000000,-68622746627.000000,24246067640.000000,-3184988268.000000,925856063.000000,,15320121069.000000,-31315690123.000000,113118604985.000000,-35922948515.000000,-38464978200.000000,2542029685.000000,-35922948515.000000,77195656470.000000,312717536.000000,,312717536.000000,77508374006.000000,77195656470.000000,80154158387.000000,-2958501917.000000,77195656470.000000,77508374006.000000,80226214188.000000,-2717840182.000000,77508374006.000000
12M 2022,717341578270.000000,-539910829621.000000,177430748649.000000,-122217895348.000000,-56738111517.000000,,-65479783831.000000,-122217895348.000000,55212853301.000000,-184098895167.000000,-118533554052.000000,22769556532.000000,-89034238703.000000,109090908.000000,,590250148.000000,-184098895167.000000,-128886041866.000000,14176906236.000000,,14176906236.000000,14176906236.000000,-114709135630.000000,560008410.000000,,560008410.000000,-114149127220.000000,-114709135630.000000,-102921835813.000000,-11787299817.000000,-114709135630.000000,-114149127220.000000,-102429769728.000000,-11719357492.000000,-114149127220.000000
12M 2023,471343571076.000000,-388723555819.000000,82620015257.000000,-86099756050.000000,-38294448740.000000,,-47805307310.000000,-86099756050.000000,-3479740793.000000,-19738488520.000000,-76626212599.000000,4923863.000000,63280992193.000000,81174742.000000,,-6479366719.000000,-19738488520.000000,-23218229313.000000,-3434986591.000000,,-3434986591.000000,-3434986591.000000,-26653215904.000000,-2001413391.000000,,-2001413391.000000,-28654629295.000000,-26653215904.000000,-20697453921.000000,-5955761983.000000,-26653215904.000000,-28654629295.000000,-22696072083.000000,-5958557212.000000,-28654629295.000000
12M 2024,235793407692.000000,-186422496843.000000,49370910849.000000,-63176529379.000000,-24136887755.000000,,-39039641624.000000,-63176529379.000000,-13805618530.000000,-115966473601.000000,-110832595552.000000,1753824187.000000,-2681361505.000000,511003398.000000,,-4717344129.000000,-115966473601.000000,-129772092131.000000,-140791659.000000,,-140791659.000000,-140791659.000000,-129912883790.000000,149742174.000000,,149742174.000000,-129763141616.000000,-129912883790.000000,-121074244944.000000,-8838638846.000000,-129912883790.000000,-129763141616.000000,-120913666391.000000,-8849475225.000000,-129763141616.000000
